version_id,document_id,competitor,source_type,overall_decision,reason_codes,raw_path,url,review_agent,reviewed_at
ver_6b633a29e8e95e75d8545cee,doc_44a7badf8a026198b105df87,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/19c3a2ac2a2a65427e35b51e.json,https://github.com/zai-org/CodeGeeX4/issues/131,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_41c9e07af2494e95de1c1a37,doc_49aab8798d40135007c054f4,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/01aa2d0a7b8d4a76b7159250.json,https://github.com/zai-org/CodeGeeX4/issues/126,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_5869711dcacd667acdbbaf60,doc_4d0602486c2cb7d8f9c0780a,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/94f5041808015b92d84691cb.json,https://github.com/zai-org/CodeGeeX4/issues/160,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_83e6149ad28afb1243915b0d,doc_5bc18e871edb207bb42931a9,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/547ea01f063f0681ae200039.json,https://github.com/zai-org/CodeGeeX/issues/274,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_1691b4e91a6ea989059f59ec,doc_679c423086d6e742303ba5db,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/a631d92145a4f454a015c404.json,https://github.com/zai-org/CodeGeeX4/issues/144,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_c2a82aa44738749114d8487d,doc_6be42ce68f59df5896daf2f0,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/72867dedae15a473df59c045.json,https://github.com/zai-org/CodeGeeX4/issues/103,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_6379da5081909d4d972e6d6e,doc_6ecef263e02ad8fe28a54a98,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/b3ff74e520d86559590ce1dd.json,https://github.com/zai-org/CodeGeeX/issues/300,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_b3c2275977539e14923034fb,doc_6fc7138f0dd4db1848553df9,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/294562e6bd8ff603f586fa0e.json,https://github.com/zai-org/CodeGeeX/issues/296,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_73a8660c3b18d076d579ce5b,doc_7287b6b1dfbdb42cb75be360,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/357f13eb51894ef59e096e21.json,https://github.com/zai-org/CodeGeeX4/issues/165,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_acb607ea0cb484a352a651a0,doc_77b557f5566d1b1333a9f148,CodeGeeX,github_issue,NEEDS_REVIEW,"[""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/c6b34f635dc44f4e7a2a1252.json,https://github.com/zai-org/CodeGeeX4/issues/146,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_768d1a4ed46ccdd08d57c201,doc_7f82e62255ea58ae9402595a,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/261bc5a838e4e024e2c6413e.json,https://github.com/zai-org/CodeGeeX4/issues/140,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_e20a3554f4f4958757d789c6,doc_80ad8160ed8d3e459b5a8414,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/6fb56ab6376074d25af1c7f4.json,https://github.com/zai-org/CodeGeeX/issues/279,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_bdc116a21d75b28adc4e639d,doc_810e9243f94afd369c7b9170,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/b98d759badb8805e38016a77.json,https://github.com/zai-org/CodeGeeX4/issues/128,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_ce1f5153e47d3d0dc548c4f6,doc_89031c0167311bcd66ee7c73,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/0e32ee5409eab46cc84d1229.json,https://github.com/zai-org/CodeGeeX4/issues/123,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_63d92921da2009a4830feb8b,doc_89cb34c163f31545e9901e3f,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/3bee23e6975eca3ca0008f9e.json,https://github.com/zai-org/CodeGeeX/issues/299,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_c46d95f6436a019d7fc7a060,doc_8e2194c3bfd1e9279bfd49c6,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE"", ""SENSITIVE_LOCAL_USER_PATH""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/145a3c2b70c78d4250448b97.json,https://github.com/zai-org/CodeGeeX4/issues/141,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_c06e44a90cd35bdc03ad07c1,doc_90d9f4494f67db0b41f3b42a,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/dd737bb29615acdc8148c4c8.json,https://github.com/zai-org/CodeGeeX4/issues/155,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_8329d58f051e02bff931cc8f,doc_98ee6da02d14ae532cac6a32,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/72836236d75a4b343a145a9c.json,https://github.com/zai-org/CodeGeeX4/issues/167,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_119c892e3f63b68525165a4a,doc_9cb6de189d7ca6fc379231a4,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/902c93461e2212424593074f.json,https://github.com/zai-org/CodeGeeX/issues/90,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_033518861f668b4c542effa1,doc_9f4b7aa76fcc57a73cf1d64e,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/125f80dee994e522906240a8.json,https://github.com/zai-org/CodeGeeX4/issues/132,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_d904d72884c65058671d24c9,doc_a94b122be47aa148faa24765,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/88a542048da720bffe4f5f4c.json,https://github.com/zai-org/CodeGeeX4/issues/114,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_f1152ce1b3531f363dfff764,doc_b286dc0e67e71b4d98a84254,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/1a5f800d4bcb9b3d52a65971.json,https://github.com/zai-org/CodeGeeX4/issues/129,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_38ebaec709f364e57fd2e451,doc_bb355dc5bc631807f4e39c97,CodeGeeX,github_issue,NEEDS_REVIEW,"[""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/fdea64bea1725513248ab761.json,https://github.com/zai-org/CodeGeeX4/issues/133,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_64f6b3dfa7162f06a77e0f4e,doc_bc2ea117373a5aa5e7fbef5a,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/300cc2fdd833ece3ec150b0a.json,https://github.com/zai-org/CodeGeeX/issues/270,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_f27c9d2a11f3202ffed1ff61,doc_c69e3780e9a9c1dd52e6db7e,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/bc2c8fd71779494ef45e2181.json,https://github.com/zai-org/CodeGeeX/issues/264,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_c6c1762ee0ae46d222d91259,doc_e16dc8410cf146e7ead53b03,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/81aadd2a4be0797eee5ba765.json,https://github.com/zai-org/CodeGeeX4/issues/156,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_1c3f748bc736c4076381391b,doc_e2c8ac7c2c2d72e9643995fa,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/885e0cf17a7d001f7793a3de.json,https://github.com/zai-org/CodeGeeX4/issues/145,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_794615cb745cf7ccfcccf0c8,doc_e9c2dab8efe5b0a1e5470895,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/4b44c0e454a2ef8a77a59f68.json,https://github.com/zai-org/CodeGeeX4/issues/139,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_f812b646d79665bc8c4adf75,doc_f2297c5da222ed0a11415844,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/7a333bbfc2345e9b7ef27ca2.json,https://github.com/zai-org/CodeGeeX4/issues/166,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_a4a66f4c7bdac7d28160c3af,doc_f7112ada8b8a2bb261ab3e2c,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/d4ca400755314d95d7ab0b07.json,https://github.com/zai-org/CodeGeeX4/issues/159,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_5c5378cbbbb0e53785dc468b,doc_f8a2eaca46d39244a5479e40,CodeGeeX,github_issue,NEEDS_REVIEW,"[""NOISE_REPEATED_LINE"", ""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/9ef240e80cc6b05527eb9cf7.json,https://github.com/zai-org/CodeGeeX/issues/275,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_cc841a5e90dea26e1314c549,doc_faeca8021339c88086dd0dc3,CodeGeeX,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/codegeex/github_issue/20260717T031124Z_6bad9f7c/2c5c117b8b21af196702c9da.json,https://github.com/zai-org/CodeGeeX4/issues/161,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_1a2bd0f985934fede0f6067c,doc_0665ea37b8b96cc14c802a1f,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/74be6d2a3e570db296ced16d.json,https://github.com/microsoft/vscode-copilot-chat/issues/5097,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_16f351ce3bc663e03d6f5a34,doc_4783cb787e6140e7d3488dcf,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/4be7f6b28a5070705f634bf6.json,https://github.com/microsoft/vscode-copilot-chat/issues/5098,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_f04d6fe8e5873e3cf761c08e,doc_629f20c4683b58d96d6b2bf1,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/8eab65fbf88b2257cad53e38.json,https://github.com/microsoft/vscode-copilot-chat/issues/5101,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_7111966858373a8ecb28266f,doc_6d3b416d4f3716ed2c18281a,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/11159765c9fa161c17235526.json,https://github.com/microsoft/vscode-copilot-chat/issues/5100,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_4d53c74312c7eb6983c8216f,doc_6d7919e5aa9a871f58172880,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/8fb56fd6499b404d9b9b1530.json,https://github.com/microsoft/vscode-copilot-chat/issues/5099,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_3aaff008ff174fe492db9ac6,doc_711d55127b9526c95bd356a6,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/544ea9532e9df60511be9608.json,https://github.com/microsoft/vscode-copilot-chat/issues/5113,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_14e38e9e5b0668d293b7a71f,doc_7c2cb35a2d230e0102f94ab0,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/995f03121144316d9002617c.json,https://github.com/microsoft/vscode-copilot-chat/issues/5087,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_061401111afc20ad6f6ce24e,doc_9a54a818a3c0010bba3cde58,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/a06152698ff209df8d9321f0.json,https://github.com/microsoft/vscode-copilot-chat/issues/5085,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_cc776e9315530d12af24f3c0,doc_b6ec493f642eacbccad7c6f8,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/6cf5c6ffdd6bf0a34d4dc683.json,https://github.com/microsoft/vscode-copilot-chat/issues/5088,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_9f2b74b9971a378e14d7be38,doc_c89a5a2a4003dc89989c7bda,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/0659fc732acfa83fda54ae5b.json,https://github.com/microsoft/vscode-copilot-chat/issues/5086,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_1ce9c7649482e1ba82b59300,doc_cbd4d2f549dcce03f79d3c0b,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/780f4f0948f4c8a7e26bcbc3.json,https://github.com/microsoft/vscode-copilot-chat/issues/5091,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_0c9aeaf49211ee0a45213861,doc_ebcd252e4bfeb1d3a32a9d96,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/e27543ace5cb3b371fd5e896.json,https://github.com/microsoft/vscode-copilot-chat/issues/5118,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_0bd940e8c6cb2b7d223a471e,doc_f6cab1d145390bc5c7db7cb8,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/269b62781152b8d070abf84b.json,https://github.com/microsoft/vscode-copilot-chat/issues/5110,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_cb8de5e94628823471af5e97,doc_f6cae923970ab37816e2cc19,GitHub Copilot,github_issue,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_issue/20260717T031124Z_6bad9f7c/aa062e7d26cef878938f56e4.json,https://github.com/microsoft/vscode-copilot-chat/issues/5103,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_b81e5d82a3cf3fcfdb90ff9a,doc_00c0aa021ee9a36ce0444414,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/88e1520d9ae079be7312b7a9.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.38.2026022702,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_be3565ccf3f6f5a298d0835e,doc_00caf0bddf29d2222db046b1,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/ce5fef55e49a4fbcf1602c4c.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.30.2025072901,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_e9562d21c6aeaab1bec5c0ff,doc_00d935599a7ebde840dffbe0,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/78a3debaea736bc001a74d1a.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.37.2026012901,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_717726366d7e72ae07938f24,doc_023c0447193015c54ed7f9d5,GitHub Copilot,github_release,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT"", ""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/7764e4b79f82815aba33321a.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.41.2026031903,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_13eea5c816849f52675e8c05,doc_0352ea96ea3228dd732103d9,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/0fa216eef552a481d848589d.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.38.2026021105,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_04a24dbd2a7d3a17a295ed12,doc_03e47a7b9f012c2163f6eae7,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/0043f3b4a23c7f7b3efb2d17.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.30.2025072201,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_356ac433d452ebe64db45aef,doc_04f5b6fdd495ab472bd2545a,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/bff68f987b5f515db3e64448.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.37.2026020302,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_64c9dec884e223f919561d8f,doc_06a9b3ab4ebe7fa8e9b32c15,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/7761ed4ec2ae628f02592e76.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.34.2025112001,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_61906ef91586ff040a05dc1a,doc_06dea2f9a82953b498c8c835,GitHub Copilot,github_release,NEEDS_REVIEW,"[""NO_DIMENSION_LABEL"", ""CONTENT_TOO_SHORT"", ""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/279bdc5479d0d774e5672cd7.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.32.2025091102,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_9c858cab7bd39ab2c4d19170,doc_0a31cbb57eeec2c347555a4d,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/53a06d4fee7e67d09b919a2c.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.31.2025081203,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_4100122c0d46eafa83f58bb1,doc_0c0625cde08b9097c0b3653b,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/efb4c86e6abcf01643b3f001.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.37.2026012003,codex-ai-precheck,2026-07-17T03:41:27.953526Z
ver_8fbc3f87cebe33bb0d2a49f6,doc_0d51236e8b7821dad7ac74d8,GitHub Copilot,github_release,NEEDS_REVIEW,"[""SENSITIVE_PHONE""]",data/raw/github_copilot/github_release/20260717T031124Z_6bad9f7c/ce3b427890f8cb7ac62c6ecf.json,https://github.com/microsoft/vscode-copilot-chat/releases/tag/v0.33.2025103102,codex-ai-precheck,2026-07-17T03:41:27.953526Z
