case_id,question,relevant_document_ids,relevant_chunk_ids,relevance_grades,expected_competitor,expected_event_type,expected_dimension_tags,expected_version,expected_evidence_quote,query_filters
copilot_otel_management,企业如何集中配置 Copilot 的 OpenTelemetry 导出端点和内容采集策略？,"[""doc_455c7267a0060322d58ef981"",""doc_141683a9ae28d96253e7dc5c"",""doc_1f07cb7fa5c32ff451a21c0a"",""doc_2f7e5ee41170d521c764286f"",""doc_c662dac54bf90b0dd481cf15"",""doc_8eb19d5863c870145749e869"",""doc_e6817b9e6919ed181b0d954a"",""doc_7e54a2cad275f575bafbb4f3"",""doc_52c9b03ecbd574d84236c98f"",""doc_d44015a3c888559af17ae22b"",""doc_06b1173779ee9384b2cfe433"",""doc_02cd14b2f7389f43a36876ed""]","[""chunk_b3086ff73645a8fd820f8500"",""chunk_dbd13c24767953afeb00faf5"",""chunk_f8489767d5e57757f7f361d9"",""chunk_fd87bbf1a710594a1efbc17e"",""chunk_4d9c34ce8ee5ae8991efc89d"",""chunk_754d1bb0691ffcca4681d51a"",""chunk_7ff725b84212e1249fa4c2ab"",""chunk_6b5d72bc720b6186ddb1c471"",""chunk_5b6b38b81916d4c3e7dcb286"",""chunk_12ab56ae784fdb88568fb93a"",""chunk_f455490fba5b660972719a31"",""chunk_269be812d1557332902664f4"",""chunk_e81d76d3d568ba9e68f4cf74"",""chunk_fd9d3a979b5a57ef26183be1"",""chunk_d6890d8d9fde04bb2baf6660""]","{""chunk_b3086ff73645a8fd820f8500"":3.0,""chunk_dbd13c24767953afeb00faf5"":2.0,""chunk_f8489767d5e57757f7f361d9"":2.0,""chunk_fd87bbf1a710594a1efbc17e"":1.0,""chunk_4d9c34ce8ee5ae8991efc89d"":1.0,""chunk_754d1bb0691ffcca4681d51a"":1.0,""chunk_7ff725b84212e1249fa4c2ab"":1.0,""chunk_6b5d72bc720b6186ddb1c471"":1.0,""chunk_5b6b38b81916d4c3e7dcb286"":1.0,""chunk_12ab56ae784fdb88568fb93a"":1.0,""chunk_f455490fba5b660972719a31"":1.0,""chunk_269be812d1557332902664f4"":1.0,""chunk_e81d76d3d568ba9e68f4cf74"":1.0,""chunk_fd9d3a979b5a57ef26183be1"":1.0,""chunk_d6890d8d9fde04bb2baf6660"":1.0}",GitHub Copilot,product_release,"[""security_compliance""]",,mandate where GitHub Copilot sends OpenTelemetry,"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""security_compliance""]}"
copilot_codex_jetbrains,JetBrains IDE 中的 GitHub Copilot 如何启用 Codex Agent Provider？,"[""doc_06b1173779ee9384b2cfe433"",""doc_f6f61ad7ba903a1135556523"",""doc_0565ccb1ac431f12231b39b0"",""doc_3436c52368a96fa57b6b9dc0"",""doc_1a63efbdf4fc74a914ff4d13"",""doc_12a5baf9cf7d832a93e22563"",""doc_5519330496ac52151143041b"",""doc_0142101a4e52ef927ea15c0f"",""doc_fa490662c6609c5025bc3e09""]","[""chunk_e81d76d3d568ba9e68f4cf74"",""chunk_55becf7e95a39d2ca8c8a8bd"",""chunk_436241fcce0a72c74e896f2e"",""chunk_888689d411f3283e57a8cab6"",""chunk_fb106513abe7875966224671"",""chunk_e56495b733eb8995a5d15e17"",""chunk_bab3f8fb69f4abc61c2c7bdd"",""chunk_51599f3bec194fd98989d44c"",""chunk_5dd96f1d8c76e05915b8eecb"",""chunk_25bb126ffb3f883c865f364c"",""chunk_a7c9a9b8ebc67238ac540507"",""chunk_20d74f97eda8a038fdb68798"",""chunk_eab9582d3232f87269c36171"",""chunk_afd487043a1f5366bdae29c2"",""chunk_6a1cc22fb4659f8cd46ac874"",""chunk_50c2c26d323228e4ec41a9ab"",""chunk_b6d199d6690c2b92a5a563d0"",""chunk_012639072b531b4b63c521f3"",""chunk_97c7e774099a61a34bf833e6"",""chunk_12c2951214ec9a8e033b4d10"",""chunk_978ca1d5fe2cf6df135bdba9"",""chunk_014492b0b470f77d8a8e1e7c"",""chunk_73c8804226d78431c19ada49"",""chunk_91c6ee41a3a1fe4fb9348a22"",""chunk_ee9df38c23c25cc3e07f8e84""]","{""chunk_e81d76d3d568ba9e68f4cf74"":3.0,""chunk_55becf7e95a39d2ca8c8a8bd"":2.0,""chunk_436241fcce0a72c74e896f2e"":2.0,""chunk_888689d411f3283e57a8cab6"":2.0,""chunk_fb106513abe7875966224671"":2.0,""chunk_e56495b733eb8995a5d15e17"":2.0,""chunk_bab3f8fb69f4abc61c2c7bdd"":2.0,""chunk_51599f3bec194fd98989d44c"":2.0,""chunk_5dd96f1d8c76e05915b8eecb"":2.0,""chunk_25bb126ffb3f883c865f364c"":1.0,""chunk_a7c9a9b8ebc67238ac540507"":1.0,""chunk_20d74f97eda8a038fdb68798"":1.0,""chunk_eab9582d3232f87269c36171"":1.0,""chunk_afd487043a1f5366bdae29c2"":1.0,""chunk_6a1cc22fb4659f8cd46ac874"":1.0,""chunk_50c2c26d323228e4ec41a9ab"":1.0,""chunk_b6d199d6690c2b92a5a563d0"":1.0,""chunk_012639072b531b4b63c521f3"":1.0,""chunk_97c7e774099a61a34bf833e6"":1.0,""chunk_12c2951214ec9a8e033b4d10"":1.0,""chunk_978ca1d5fe2cf6df135bdba9"":1.0,""chunk_014492b0b470f77d8a8e1e7c"":1.0,""chunk_73c8804226d78431c19ada49"":1.0,""chunk_91c6ee41a3a1fe4fb9348a22"":1.0,""chunk_ee9df38c23c25cc3e07f8e84"":1.0}",GitHub Copilot,product_release,"[""model_extensibility""]",,install the Codex CLI on your machine,"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""model_extensibility""]}"
copilot_app_all_plans,GitHub Copilot 桌面应用支持哪些套餐和自带模型密钥方式？,"[""doc_12a5baf9cf7d832a93e22563"",""doc_06b1173779ee9384b2cfe433"",""doc_1a63efbdf4fc74a914ff4d13"",""doc_76b6b6096036fea5c14d6714"",""doc_0698925cde3dc1eaf8b82493""]","[""chunk_97c7e774099a61a34bf833e6"",""chunk_436241fcce0a72c74e896f2e"",""chunk_b9c7dd3023a4d453ab8710b0"",""chunk_55becf7e95a39d2ca8c8a8bd"",""chunk_a27473e2aedd6d61ccdcb6ce"",""chunk_f93b803d066b14ea7bb78c67"",""chunk_1659c666efdfd020db583bf9"",""chunk_7a0da3080f1f0f46b6737da2"",""chunk_50c2c26d323228e4ec41a9ab"",""chunk_012639072b531b4b63c521f3"",""chunk_8742355f62e20490e53ce81a"",""chunk_fb106513abe7875966224671"",""chunk_f1d13c549e0e3f2ccd27bf45"",""chunk_508e858e9cab40beea6549a8""]","{""chunk_97c7e774099a61a34bf833e6"":3.0,""chunk_436241fcce0a72c74e896f2e"":2.0,""chunk_b9c7dd3023a4d453ab8710b0"":2.0,""chunk_55becf7e95a39d2ca8c8a8bd"":2.0,""chunk_a27473e2aedd6d61ccdcb6ce"":1.0,""chunk_f93b803d066b14ea7bb78c67"":1.0,""chunk_1659c666efdfd020db583bf9"":1.0,""chunk_7a0da3080f1f0f46b6737da2"":1.0,""chunk_50c2c26d323228e4ec41a9ab"":1.0,""chunk_012639072b531b4b63c521f3"":1.0,""chunk_8742355f62e20490e53ce81a"":1.0,""chunk_fb106513abe7875966224671"":1.0,""chunk_f1d13c549e0e3f2ccd27bf45"":1.0,""chunk_508e858e9cab40beea6549a8"":1.0}",GitHub Copilot,product_release,"[""education_fit""]",,Bring your own key (BYOK),"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""education_fit""]}"
copilot_mdm_settings,企业管理员可以通过哪些 MDM 或配置工具下发 Copilot 设置？,"[""doc_c662dac54bf90b0dd481cf15"",""doc_455c7267a0060322d58ef981"",""doc_e6817b9e6919ed181b0d954a"",""doc_2f7e5ee41170d521c764286f"",""doc_7e54a2cad275f575bafbb4f3"",""doc_52c9b03ecbd574d84236c98f"",""doc_141683a9ae28d96253e7dc5c"",""doc_06b1173779ee9384b2cfe433""]","[""chunk_4d9c34ce8ee5ae8991efc89d"",""chunk_269be812d1557332902664f4"",""chunk_b3086ff73645a8fd820f8500"",""chunk_ed21ad753d49d08ed64b902a"",""chunk_911aae75f983398e98ec8584"",""chunk_754d1bb0691ffcca4681d51a"",""chunk_6b5d72bc720b6186ddb1c471"",""chunk_fd87bbf1a710594a1efbc17e"",""chunk_5b6b38b81916d4c3e7dcb286"",""chunk_12ab56ae784fdb88568fb93a"",""chunk_dbd13c24767953afeb00faf5"",""chunk_436241fcce0a72c74e896f2e""]","{""chunk_4d9c34ce8ee5ae8991efc89d"":3.0,""chunk_269be812d1557332902664f4"":1.0,""chunk_b3086ff73645a8fd820f8500"":1.0,""chunk_ed21ad753d49d08ed64b902a"":1.0,""chunk_911aae75f983398e98ec8584"":1.0,""chunk_754d1bb0691ffcca4681d51a"":1.0,""chunk_6b5d72bc720b6186ddb1c471"":1.0,""chunk_fd87bbf1a710594a1efbc17e"":1.0,""chunk_5b6b38b81916d4c3e7dcb286"":1.0,""chunk_12ab56ae784fdb88568fb93a"":1.0,""chunk_dbd13c24767953afeb00faf5"":1.0,""chunk_436241fcce0a72c74e896f2e"":1.0}",GitHub Copilot,product_release,"[""security_compliance""]",,"Microsoft Intune, Jamf, or Group Policy","{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""security_compliance""]}"
copilot_usage_metrics,Copilot usage metrics 对 CLI 代码行和 IDE 识别做了哪些修正？,"[""doc_6bb44d2c936c945ac444520d"",""doc_1a63efbdf4fc74a914ff4d13"",""doc_1f07cb7fa5c32ff451a21c0a"",""doc_2f7e5ee41170d521c764286f"",""doc_59e08947fba0550a3f5d7188"",""doc_60e3a72a30223646baf9213a"",""doc_06b1173779ee9384b2cfe433""]","[""chunk_f5551c7afe6caab4be1f688c"",""chunk_6c4ecdf43aa4448d7f572b81"",""chunk_e4a461871921f343f42077ee"",""chunk_f3ec6b3e2ccf8ba5137e8ba3"",""chunk_c0f0f163ec90f31952bfacde"",""chunk_f8489767d5e57757f7f361d9"",""chunk_fd87bbf1a710594a1efbc17e"",""chunk_1397ef64ad86fd6fd8540ae5"",""chunk_cfe0e488ba44f7c8f76759e9"",""chunk_0139542dd6e0737a5e9c1c8e"",""chunk_5dd96f1d8c76e05915b8eecb"",""chunk_55becf7e95a39d2ca8c8a8bd"",""chunk_51599f3bec194fd98989d44c"",""chunk_801a8c2bec3212fc359ba135""]","{""chunk_f5551c7afe6caab4be1f688c"":3.0,""chunk_6c4ecdf43aa4448d7f572b81"":3.0,""chunk_e4a461871921f343f42077ee"":2.0,""chunk_f3ec6b3e2ccf8ba5137e8ba3"":2.0,""chunk_c0f0f163ec90f31952bfacde"":1.0,""chunk_f8489767d5e57757f7f361d9"":1.0,""chunk_fd87bbf1a710594a1efbc17e"":1.0,""chunk_1397ef64ad86fd6fd8540ae5"":1.0,""chunk_cfe0e488ba44f7c8f76759e9"":1.0,""chunk_0139542dd6e0737a5e9c1c8e"":1.0,""chunk_5dd96f1d8c76e05915b8eecb"":1.0,""chunk_55becf7e95a39d2ca8c8a8bd"":1.0,""chunk_51599f3bec194fd98989d44c"":1.0,""chunk_801a8c2bec3212fc359ba135"":1.0}",GitHub Copilot,product_release,"[""performance_cost""]",,CLI now reports suggested lines of code,"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""performance_cost""]}"
copilot_actions_token,在 GitHub Actions 中运行 Copilot CLI 时如何避免保存长期 PAT？,"[""doc_8eb19d5863c870145749e869"",""doc_1a63efbdf4fc74a914ff4d13"",""doc_455c7267a0060322d58ef981"",""doc_02cd14b2f7389f43a36876ed""]","[""chunk_1350d337921848b2615aaad9"",""chunk_7ff725b84212e1249fa4c2ab"",""chunk_b435db76b84e55ad1abdf7fe"",""chunk_1659c666efdfd020db583bf9"",""chunk_b3086ff73645a8fd820f8500"",""chunk_59341066c63ac05411584b37"",""chunk_83e2ea5328a56e93da8fc0c6""]","{""chunk_1350d337921848b2615aaad9"":3.0,""chunk_7ff725b84212e1249fa4c2ab"":1.0,""chunk_b435db76b84e55ad1abdf7fe"":1.0,""chunk_1659c666efdfd020db583bf9"":1.0,""chunk_b3086ff73645a8fd820f8500"":1.0,""chunk_59341066c63ac05411584b37"":1.0,""chunk_83e2ea5328a56e93da8fc0c6"":1.0}",GitHub Copilot,product_release,"[""security_compliance""]",,using the built-in GITHUB_TOKEN,"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""security_compliance""]}"
copilot_credit_pool,Copilot cost center 的 AI credit pool 如何限制共享额度消耗？,"[""doc_9b65f0e741c50b217696c1ee"",""doc_d7b87a2f4f9730d1ab7a53c2"",""doc_6bb44d2c936c945ac444520d"",""doc_8eb19d5863c870145749e869"",""doc_60e3a72a30223646baf9213a"",""doc_19c44085f7da691d9b2f25c6"",""doc_891410713bac6b0fd045ae16"",""doc_06b1173779ee9384b2cfe433"",""doc_346eb98a6c537c89ed2b932b"",""doc_80f39385c29b604bae424e75""]","[""chunk_ff3b762c737b86cc57cee0bc"",""chunk_7af12c18f3989f25025fb7fa"",""chunk_41933d0ae22323b2911e3d05"",""chunk_e4a461871921f343f42077ee"",""chunk_b435db76b84e55ad1abdf7fe"",""chunk_6b01af5652fc2b2862299a9b"",""chunk_6c4ecdf43aa4448d7f572b81"",""chunk_14805f1a3ea05da07d995e61"",""chunk_129e4a21d8d96379facc3c12"",""chunk_6636f8a99e98d444705f559a"",""chunk_05c2757824c2a32c4d7ee63e"",""chunk_f3ec6b3e2ccf8ba5137e8ba3"",""chunk_1350d337921848b2615aaad9"",""chunk_51599f3bec194fd98989d44c"",""chunk_d3e9f336cf975047abe2f532"",""chunk_f5551c7afe6caab4be1f688c"",""chunk_5fd70dbc41f1d35473a8baff"",""chunk_092b045f26ea3c852f0f6b19""]","{""chunk_ff3b762c737b86cc57cee0bc"":3.0,""chunk_7af12c18f3989f25025fb7fa"":2.0,""chunk_41933d0ae22323b2911e3d05"":1.0,""chunk_e4a461871921f343f42077ee"":1.0,""chunk_b435db76b84e55ad1abdf7fe"":1.0,""chunk_6b01af5652fc2b2862299a9b"":1.0,""chunk_6c4ecdf43aa4448d7f572b81"":1.0,""chunk_14805f1a3ea05da07d995e61"":1.0,""chunk_129e4a21d8d96379facc3c12"":1.0,""chunk_6636f8a99e98d444705f559a"":1.0,""chunk_05c2757824c2a32c4d7ee63e"":1.0,""chunk_f3ec6b3e2ccf8ba5137e8ba3"":1.0,""chunk_1350d337921848b2615aaad9"":1.0,""chunk_51599f3bec194fd98989d44c"":1.0,""chunk_d3e9f336cf975047abe2f532"":1.0,""chunk_f5551c7afe6caab4be1f688c"":1.0,""chunk_5fd70dbc41f1d35473a8baff"":1.0,""chunk_092b045f26ea3c852f0f6b19"":1.0}",GitHub Copilot,product_release,"[""performance_cost""]",,cap how much of your enterprise’s monthly included AI credits,"{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""performance_cost""]}"
copilot_vscode_1123_browser,GitHub Copilot 在 VS Code 1.123 系列中增加了哪些集成浏览器能力？,"[""doc_80f39385c29b604bae424e75""]","[""chunk_ae294dd151797994bb5a07cb"",""chunk_8936625dea595f8a42f2fae3"",""chunk_2df0f517d6c93943a624f28f"",""chunk_ffce6e70876fa62843650d3a"",""chunk_de6cd84b4c7bcf146bb12893""]","{""chunk_ae294dd151797994bb5a07cb"":3.0,""chunk_8936625dea595f8a42f2fae3"":1.0,""chunk_2df0f517d6c93943a624f28f"":1.0,""chunk_ffce6e70876fa62843650d3a"":1.0,""chunk_de6cd84b4c7bcf146bb12893"":1.0}",GitHub Copilot,product_release,"[""ide_ecosystem""]",1.123.0,"agents to navigate pages, inspect content, capture screenshots","{""competitor"":""GitHub Copilot"",""source_types"":[""official_changelog""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""ide_ecosystem""],""product_versions"":[""1.123.0""]}"
copilot_release_agent_files,Copilot Chat 0.43 的工作区指令发现修复覆盖哪些文件？,"[""doc_d1cf692c573d5f591fd4be38""]","[""chunk_f084cc417c20ad82189d4083""]","{""chunk_f084cc417c20ad82189d4083"":3.0}",GitHub Copilot,product_release,"[""agent_context""]",0.43.2026040601,discover AGENTS.md and CLAUDE.md at workspace roots,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_release""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""agent_context""],""product_versions"":[""0.43.2026040601""]}"
copilot_release_response_time,Copilot Chat 0.38 的低积极度设置如何缩短响应时间？,"[""doc_00c0aa021ee9a36ce0444414""]","[""chunk_de55df66e60e8f8bc006e751""]","{""chunk_de55df66e60e8f8bc006e751"":3.0}",GitHub Copilot,product_release,"[""agent_context""]",0.38.2026022702,Minimize response time for low aggressiveness settings,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_release""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""agent_context""],""product_versions"":[""0.38.2026022702""]}"
copilot_release_plan_agent_fields,Copilot Chat 0.37 为 Plan agent 配置增加了哪些字段？,"[""doc_00d935599a7ebde840dffbe0""]","[""chunk_8e0546daef4f61c2f5e58053""]","{""chunk_8e0546daef4f61c2f5e58053"":3.0}",GitHub Copilot,product_release,"[""agent_context""]",0.37.2026012901,Add infer and agents fields to Plan agent config,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_release""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""agent_context""],""product_versions"":[""0.37.2026012901""]}"
copilot_release_manual_compaction,Copilot Chat 0.38 对会话压缩增加了什么能力？,"[""doc_0352ea96ea3228dd732103d9""]","[""chunk_5132139ed850e575e92358cc""]","{""chunk_5132139ed850e575e92358cc"":3.0}",GitHub Copilot,product_release,"[""agent_context""]",0.38.2026021105,Support manual compaction,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_release""],""current_only"":true,""event_types"":[""product_release""],""dimension_tags"":[""agent_context""],""product_versions"":[""0.38.2026021105""]}"
copilot_issue_sandbox_cwd,Copilot Chat 沙箱为什么会破坏相对路径和 Git 命令？,"[""doc_0665ea37b8b96cc14c802a1f"",""doc_4783cb787e6140e7d3488dcf"",""doc_6d3b416d4f3716ed2c18281a""]","[""chunk_2cee20c5de0335f3ce2c6bad"",""chunk_2a8277db07300c41df44cec5"",""chunk_580d81dc8fdf8fc7a0ea1b1e""]","{""chunk_2cee20c5de0335f3ce2c6bad"":3.0,""chunk_2a8277db07300c41df44cec5"":1.0,""chunk_580d81dc8fdf8fc7a0ea1b1e"":1.0}",GitHub Copilot,risk_experience,"[""security_compliance""]",,agent's working directory is a temporary directory,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""security_compliance""]}"
copilot_issue_sandbox_settings,Copilot Chat 沙箱设置文件为什么可能导致权限提升？,"[""doc_4783cb787e6140e7d3488dcf"",""doc_0665ea37b8b96cc14c802a1f"",""doc_6d3b416d4f3716ed2c18281a"",""doc_6d7919e5aa9a871f58172880""]","[""chunk_2a8277db07300c41df44cec5"",""chunk_2cee20c5de0335f3ce2c6bad"",""chunk_580d81dc8fdf8fc7a0ea1b1e"",""chunk_25a73cfd81d604fef86ee9f7"",""chunk_efa5354021cf2e349415b4ab""]","{""chunk_2a8277db07300c41df44cec5"":3.0,""chunk_2cee20c5de0335f3ce2c6bad"":1.0,""chunk_580d81dc8fdf8fc7a0ea1b1e"":1.0,""chunk_25a73cfd81d604fef86ee9f7"":1.0,""chunk_efa5354021cf2e349415b4ab"":1.0}",GitHub Copilot,risk_experience,"[""security_compliance""]",,A sandboxed process can read and overwrite this file,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""security_compliance""]}"
copilot_issue_custom_models,Copilot Chat 用户提出了怎样的自定义模型接入需求？,"[""doc_9a54a818a3c0010bba3cde58"",""doc_c89a5a2a4003dc89989c7bda"",""doc_f6cae923970ab37816e2cc19"",""doc_cbd4d2f549dcce03f79d3c0b"",""doc_ebcd252e4bfeb1d3a32a9d96"",""doc_629f20c4683b58d96d6b2bf1""]","[""chunk_b58248458749965e9fa09ad5"",""chunk_7d6b55b7f59462ec0247106b"",""chunk_7aed0dd9cd510663773ece90"",""chunk_6325865399a3be7d8b61cd56"",""chunk_afaf7e9b18519f80afef46ff"",""chunk_bc5257886060892c41011eb7"",""chunk_2d1a2cb29d74552a914f13a9"",""chunk_a3b788a50aeaa72c5949a155"",""chunk_d41041f22da6bfc0a012df60"",""chunk_9adc98ba5b7f991ed8a20f7e"",""chunk_6a9e33f742ffb2929667ec7a"",""chunk_cd7f0606077a4b1f1937cf60"",""chunk_f2365e61038c9c4b47ae2f91"",""chunk_532439d8869c5149478cafac"",""chunk_e9bca6326dc8dbf39b4854e0"",""chunk_51ecd0e1610acd5a7c9f534c""]","{""chunk_b58248458749965e9fa09ad5"":3.0,""chunk_7d6b55b7f59462ec0247106b"":3.0,""chunk_7aed0dd9cd510663773ece90"":3.0,""chunk_6325865399a3be7d8b61cd56"":3.0,""chunk_afaf7e9b18519f80afef46ff"":3.0,""chunk_bc5257886060892c41011eb7"":3.0,""chunk_2d1a2cb29d74552a914f13a9"":2.0,""chunk_a3b788a50aeaa72c5949a155"":2.0,""chunk_d41041f22da6bfc0a012df60"":2.0,""chunk_9adc98ba5b7f991ed8a20f7e"":2.0,""chunk_6a9e33f742ffb2929667ec7a"":2.0,""chunk_cd7f0606077a4b1f1937cf60"":1.0,""chunk_f2365e61038c9c4b47ae2f91"":1.0,""chunk_532439d8869c5149478cafac"":1.0,""chunk_e9bca6326dc8dbf39b4854e0"":1.0,""chunk_51ecd0e1610acd5a7c9f534c"":1.0}",GitHub Copilot,risk_experience,"[""model_extensibility""]",,Add support for custom AI models via API keys,"{""competitor"":""GitHub Copilot"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""model_extensibility""]}"
trae_official_products,TRAE 官网提供哪两个主要产品入口？,"[""doc_842463a7603d24fd1c84ffb6""]","[""chunk_bf7282be775ae75bc00e6a3c""]","{""chunk_bf7282be775ae75bc00e6a3c"":3.0}",Trae,,"[""ide_ecosystem""]",,TRAE Work: Your Professional AI Work Assistant,"{""competitor"":""Trae"",""source_types"":[""official_page""],""current_only"":true,""dimension_tags"":[""ide_ecosystem""]}"
trae_pro_plus_price,TRAE Pro+ 的月费、用量倍率和并发云任务数是多少？,"[""doc_5445f3d105e50d526a266b97""]","[""chunk_e0dbd06911f3b6a48f421310"",""chunk_bc1dbcfbe691764d432796df"",""chunk_fe4b54c6cb73350ffdf1087d"",""chunk_cb22826c921d6aba3dd05b6b"",""chunk_6de14d37a77f2cc45b8c4b2c"",""chunk_0c52f1f9f8b68b64b55de96e""]","{""chunk_e0dbd06911f3b6a48f421310"":3.0,""chunk_bc1dbcfbe691764d432796df"":2.0,""chunk_fe4b54c6cb73350ffdf1087d"":2.0,""chunk_cb22826c921d6aba3dd05b6b"":2.0,""chunk_6de14d37a77f2cc45b8c4b2c"":2.0,""chunk_0c52f1f9f8b68b64b55de96e"":1.0}",Trae,pricing_change,"[""performance_cost""]",,3.5x more usage than Pro,"{""competitor"":""Trae"",""source_types"":[""pricing""],""current_only"":true,""event_types"":[""pricing_change""],""dimension_tags"":[""performance_cost""]}"
trae_ultra_price,TRAE Ultra 的月费、用量倍率和模型权益是什么？,"[""doc_5445f3d105e50d526a266b97""]","[""chunk_6de14d37a77f2cc45b8c4b2c"",""chunk_bc1dbcfbe691764d432796df"",""chunk_cb22826c921d6aba3dd05b6b"",""chunk_fe4b54c6cb73350ffdf1087d"",""chunk_e0dbd06911f3b6a48f421310""]","{""chunk_6de14d37a77f2cc45b8c4b2c"":3.0,""chunk_bc1dbcfbe691764d432796df"":2.0,""chunk_cb22826c921d6aba3dd05b6b"":1.0,""chunk_fe4b54c6cb73350ffdf1087d"":1.0,""chunk_e0dbd06911f3b6a48f421310"":1.0}",Trae,pricing_change,"[""performance_cost""]",,20x more usage than Pro,"{""competitor"":""Trae"",""source_types"":[""pricing""],""current_only"":true,""event_types"":[""pricing_change""],""dimension_tags"":[""performance_cost""]}"
